title,price,info,composition,usage,precautions,brand,image,description,url,limpiar,tratar,proteger,composition_list,composition_list_standard,id
sérum vichy liftactiv supreme epidermic filler,s/ 183.90,"['reducción de líneas de expresión.', 'hidrata, rellena y reafirma.', 'combate hasta las arrugas más profundas y pérdida de firmeza.', 'nsoc03471-20co']","1.5% de ácido hialurónico puro, vitamina cg, péptidos",aplicar sobre el rostro dando un ligero masaje y en el contorno de los ojos. aplicar por la mañana y por la noche.,mantener fuera del alcance de los niños.,vichy,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067297L.jpg,"sérum vichy liftactiv supreme epidermic filler es una solución avanzada para combatir los signos del envejecimiento. hidrata, rellena y reafirma la piel.",https://inkafarma.pe/producto/serum-vichy-liftactiv-supreme-epidermic-filler/067297,False,True,False,"['1. de ácido hialurónico puro', 'vitamina cg', 'péptidos']","['ácido hialurónico', 'péptidos', 'vitamina c']",P0109
gel reparador la roche posay cicaplast b5 40ml,s/ 85.90,"['ayuda a estimular la regeneración celular.', 'ayuda a la restauración epidérmica.', 'antibacteriano.', '', 'nsoc32830-17pe']","cobre/zinc/manganeso para estimular la producción de células nuevas, madecasoside para favorecer una buena organización celular, conseguir una reparación epidérmica rápida, de buena calidad,  su textura protectora está enriquecida con agentes antibacterianos que protegen la piel, gluconato de zinc para limitar la proliferación bacteriana, ácido hialurónico","aplicar en la zona afecatada dos veces al día, o según sugerencia del dermatólogo.",mantener fuera del alcance de los niños.,la roche-posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/019177L.jpg,"gel reparador la roche posay cicaplast b5 indicado como reparador cutáneo post-suturas, co-formulado con dermatólogos y cirujanos.",https://inkafarma.pe/producto/cicaplast-gel-b5-tratamiento-regenerador-40ml-la-r/019177,False,True,False,"['cobre/zinc/manganeso para estimular la producción de células nuevas', 'madecasoside para favorecer una buena organización celular', 'conseguir una reparación epidérmica rápida', 'de buena calidad', 'su textura protectora está enriquecida con agentes antibacterianos que protegen la piel', 'gluconato de zinc para limitar la proliferación bacteriana', 'ácido hialurónico']","['gluconato de zinc', 'madecasoside', 'ácido hialurónico', 'cobre']",P0110
fotoprotector para rostro vichy capital soleil age,s/ 131.90,"['alta protección frente a los rayos uvb y uva.', 'ultraligero acabado invisible.', 'muy alta resistencia al agua, sudor y arena.', 'nsoc04362-21co']","sistema filtrante netlock, 1% vitamina e, 4% péptidos, 2% niacinamida, 10% agua volcánica de vichy, 0,1% fracciones probióticas","aplicar todos los días como último paso de la rutina de cuidado de la piel. toma de 5 a 6 dosificaciones. aplícalo en el rostro, con movimientos hacia arriba. incluso en el contorno de los ojos y en el cuello. aplicar con frecuencia y generosamente.","la sobreexposicion al sol es  un peligro para la salud. no permanezca demasiado tiempo al sol incluso si usted utiliza un producto de proteccion solar, ya que no protege al 100% ni contra la insolación. niños y bebes; no se recomienda la exposicion directamente al sol. para menores de 6 (seis)meses, consultar al médico.",vichy,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067306L.jpg,"fotoprotector para rostro vichy capital soleil uv age daily, proporciona una protección avanzada contra rayos uvb y uva.",https://inkafarma.pe/producto/fotoprotector-vichy-capital-soleil-uv-age-daily/067306,False,False,True,"['sistema filtrante netlock', 'vitamina e', 'péptidos', 'niacinamida', 'agua volcánica de vichy', '0', 'fracciones probióticas']","['tocoferol', 'péptidos', 'fracciones probióticas', 'niacinamida', 'agua']",P0111
protector eucerin pigment control fluido tono medio,s/ 145.90,"['bloqueador antimanchas', 'con thiamidol', 'nsoc09605-21co']","aqua, alcohol denat, ci 77891, butyl methoxydibenzoylmethane, bis-ethylhexyloxyphenol methoxyphenyl triazine, dibutyl adipate, butylene glycol dicaprylate-dicaprate, c12-15 alkyl benzoate, ethylhexyl salicylate, ethylhexyl triazone, diethylamino hydroxybenzoyl hexyl benzoate, phenylbenzimidazole sulfonic acid, silica dimethyl silylate, ci 77492, cocoglycerides, copernicia cerifera cera, isobutylamido thiazolyl resorcinol, glycyrrhiza inflata root extract, glycyrrhetinic acid, glycerin, tocopheryl acetate, silica, carrageenan, xanthan gum, hydroxypropyl methylcellulose, behenyl alcohol, cetearyl alcohol, arachidic acid, myristic acid, oleic acid, palmitic acid, stearic acid, carbomer, sodium stearoyl glutamate, sodium chloride, sodium hydroxide, trisodium edta, phenoxyethanol, hydroxyacetophenone, parfum, ci 77491, ci 77499",usar el producto de la siguiente manera:,altamente inflamable.,eucerin,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/038599L.jpg,protector solar eucerin pigment control fluido fps 50+ tono medio para todo tipo de pieles que previene la hiperpigmentación provocada por el sol.,https://inkafarma.pe/producto/protector-solar-eucerin-pigment-control-fluido/038599,False,True,True,"['aqua', 'alcohol denat', 'ci 77891', 'butyl methoxydibenzoylmethane', 'bis-ethylhexyloxyphenol methoxyphenyl triazine', 'dibutyl adipate', 'butylene glycol dicaprylate-dicaprate', 'c12-15 alkyl benzoate', 'ethylhexyl salicylate', 'ethylhexyl triazone', 'diethylamino hydroxybenzoyl hexyl benzoate', 'phenylbenzimidazole sulfonic acid', 'silica dimethyl silylate', 'ci 77492', 'cocoglycerides', 'copernicia cerifera cera', 'isobutylamido thiazolyl resorcinol', 'glycyrrhiza inflata root extract', 'glycyrrhetinic acid', 'glycerin', 'tocopheryl acetate', 'silica', 'carrageenan', 'xanthan gum', 'hydroxypropyl methylcellulose', 'behenyl alcohol', 'cetearyl alcohol', 'arachidic acid', 'myristic acid', 'oleic acid', 'palmitic acid', 'stearic acid', 'carbomer', 'sodium stearoyl glutamate', 'sodium chloride', 'sodium hydroxide', 'trisodium edta', 'phenoxyethanol', 'hydroxyacetophenone', 'parfum', 'ci 77491', 'ci 77499']","['ácido fenilbenzimidazol sulfónico', 'ácido araquídico', 'óxido de hierro negro', 'edta trisódico', 'bemotrizinol', 'alcohol denaturado', 'benzoato de alquilo C12-15', 'alcohol ceteárico', 'fenoxietanol', 'hidróxido de sodio', 'adipato de dibutilo', 'cera de copernicia cerifera', 'triazona de etilhexilo', 'cocoglicéridos', 'cloruro de sodio', 'carragenina', 'carbómero', 'ácido esteárico', 'fragancia', 'salicilato de etilhexilo', 'acetato de tocoferilo', 'óxido de hierro rojo', 'metilcelulosa hidroxipropílica', 'resorcinol amido tiazólico isobutilo', 'óxido de hierro amarillo', 'ácido glicirretínico', 'ácido palmítico', 'silicato dimetil siliar', 'alcohol behenílico', 'dióxido de titanio', 'extracto de raíz de glycyrrhiza inflata', 'goma xantana', 'ácido oleico', 'estearoil glutamato de sodio', 'glicerina', 'agua', 'hexil benzoato de diethylamino hidroxybenzoyl', 'sílice', 'avobenzona', 'ácido mirístico', 'hidroxiacetofenona', 'butilenglicol']",P0112
gel limpiador vichy normaderm phytosolution 200ml,s/ 79.90,"['deja los poros menos visibles y fortalece la piel.', 'remueve impurezas y particulas de contaminación.', 'reduce la producción de sebo logrando sentir la piel más matificada durante el dia.', 'nsoc92490-19co']","ácido salicílico, zinc, agua volcánica de vichy, derivado de bifidus (probiótico)","masajear el producto sobre el rostro húmedo mañana y noche hasta generar espuma. lavar. evitar el contorno de ojos. en caso de contacto con los ojos, lavar de inmediato con abundante agua","evita el contacto con los ojos, en caso de contacto con los ojos aclarar inmediatamente. mantener fuera del alcance de los niños.",vichy,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067322L.jpg,"gel limpiador vichy normaderm phytosolution, reduce la producción de sebo logrando sentir la piel más matificada durante el dia.",https://inkafarma.pe/producto/gel-limpiador-vichy-normaderm-phytosolution/067322,True,False,False,"['ácido salicílico', 'zinc', 'agua volcánica de vichy', 'derivado de bifidus (probiótico)']","['agua', 'zinc', 'ácido salicílico', 'bifidus']",P0113
concentrado fortificante vichy mineral 89 50ml,s/ 183.90,"['refuerza la barrera natural de la piel.', 'aumenta la resistencia de la piel frente a facrtores agresivos como la contaminación.', 'tonifica, rellena, ilumina e hidrata la piel.', 'nsoc78883-17co']","ácido hialurónico, agua termal de vichy",paso cero de tu rutina diaria. aplicar en rostro y cuello.,mantener fuera del alcance de los niños.,vichy,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067304L.jpg,"concentrado fortificante vichy mineral 89 para rostro fortificante, rellenante e hidratante compuesto por un 89% de agua mineraliza volcánica vichy.",https://inkafarma.pe/producto/concentrado-fortificante-vichy-mineral-89-rostro/067304,False,False,True,"['ácido hialurónico', 'agua termal de vichy']","['agua', 'ácido hialurónico']",P0114
fotoprotector heliocare 360° gel oil-free spf 50,s/ 124.90,"['alta fotoprotección facial', 'para piel grasa y con tendencia a imperfecciones', 'acabado mate', 'seborregulador', 'nsoc84753-18co']","combinación óptima, estable de filtros solaresfernblock® ,glicosilasaphysavieotz 10melanina biomiméticacomplejo seborregulador, matificantearginina","agitar antes de usar. aplicar de forma generosa y uniforme antes de la exposición solar. reaplicar frecuentemente, especialmente tras baños prolongados o sudoración excesiva.","uso externo. evitar el contacto directo con ojos y mucosas. evitar la exposición prolongada al sol durante las horas de más intensidad. utilizar ropa, gorro y gafas de sol para protegerse. no exponer a bebés y niños pequeños directamente al sol.",heliocare,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/072163L.jpg,"fotoprotector heliocare 360° gel oil-free spf 50 para piel mixta a grasa. protege la piel del rostro del sol, ideal para pieles con tendencia acnéica.",https://inkafarma.pe/producto/fotoprotector-heliocare-360-piel-mixta-grasa-spf50/072163,True,False,True,"['combinación óptima', 'estable de filtros solaresfernblock®', 'glicosilasaphysavieotz 10melanina biomiméticacomplejo seborregulador', 'matificantearginina']",['arginina'],P0115
la roche posay anthelios toque seco sin color 50ml,s/ 119.90,"['alta protección uv.', 'textura gelcrema.', '12h de efecto matificante, acabado toque seco.', 'resistente al agua, sudor y a la arena.', 'nsoc-28993-16pe']","mexoryl 400: filtro de protección solar incluso para los rayos uv más insidiosos (380-400nm), tecnología oil control: micropartículas matificantes, se funde de inmediato, controla todas las causas de brillo (sebo, sudor, humedad)","aplique abundantemente el producto justo antes de exponerse al sol. distribuir uniformemente en todo el rostro, cuello y escote. aplicar 30 minutos antes de la exposición solar y re aplicar cada dos horas para mantener la alta protección. renueve frecuente y generosamente la aplicación para mantener la protección, sobre todo después de nadar, sudar o secarse con una toalla.","advertencias y precauciones: la sobreexposición al sol es un peligro para la salud. no permanezca demasiado tiempo al sol, incluso si usted utiliza un producto de protección solar, ya que no lo protege al 100% ni contra la insolación. niños y bebés: no se recomienda la exposición directamente al sol. para menores de 6 meses, consultar al médico.",la roche-posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/010853L.jpg,"protege tu piel del sol con anthelios xl de la roche posay, con toque seco y protección uva uvb. previene manchas inducidas por la radiación alta",https://inkafarma.pe/producto/anthelios-toque-seco-antibrillo-s-color-la-roche-p/010853,False,False,True,"['mexoryl 400', 'tecnología oil control', 'se funde de inmediato', 'controla todas las causas de brillo (sebo', 'sudor', 'humedad)']","['mexoryl 400', 'control de sebo']",P0116
solución micelar sensibio h2o bioderma 500ml,s/ 139.90,"['limpieza de maquillaje y cuidado de la piel', 'para piel sensible', 'frasco de 500 ml', 'tapa pump antiderrames', 'nsoc15631-13pe']",agua micelar,usar el producto de la siguiente manera:,almacenar en un lugar fresco.,bioderma,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/007463L.jpg,"solución micelar sensibio h2o bioderma, con acción limpiadora y desmaquillante que respeta la fragilidad de las pieles sensibles-",https://inkafarma.pe/producto/solucion-micelar-bioderma-sensibio-h2o-500ml/007463,True,False,False,['agua micelar'],['agua'],P0117
sérum vitamina c vichy liftactiv supreme 20ml,s/ 182.90,"['reduce signos de fatiga y suaviza líneas de expresión.', 'ilumina y tonifica.', 'reduce el impacto del estrés oxidativo en la piel.', 'nsoc11150-21co']","vitamina c pura, vitamina e, neohesperidina natural, polifenoles de pino marítimo, ácido hialurónico fragmentado",aplicar de 2 a 5 gotas una vez al día (mañana o noche) sobre las palmas de las manos limpias. llevar a la cara limpia y seca con ayuda de las yemas de los dedos evitando el contorno de los ojos. dejar actuar y aplicar su crema habitual. si lo aplica en el día compañar con protección solar.,"evitar la exposicion al sol, evitar el contacto con los ojos.en caso de contacto con los ojos, aclarar inmediatamente con abundante agua. en caso de irritación espaciar los usos y en caso de persistencia dejar de usar dejar de usar el producto y consultar al médico.",vichy,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067305L.jpg,"sérum vitamina c vichy liftactiv supreme complejo antioxidante corrige y previene el estrés oxidativo, la falta de luminosidad y el envejecimiento de la piel.",https://inkafarma.pe/producto/serum-vitamina-c-vichy-liftactiv-supreme/067305,False,True,False,"['vitamina c pura', 'vitamina e', 'neohesperidina natural', 'polifenoles de pino marítimo', 'ácido hialurónico fragmentado']","['tocoferol', 'ácido hialurónico', 'vitamina c', 'neohesperidina', 'polifenoles de pino marítimo']",P0118
gel moussant bioderma actif sébium 200ml,s/ 92.20,"['limpia los poros', 'reduce las imperfecciones y purifica la piel', 'desbloquea el \nconducto sebáceo']","ácido glicólico 1%., ácido salicílico 1,8%., gluconato de zinc 3%",usar el producto de la siguiente manera:,evitar el contacto con los ojos.,bioderma,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/036200L.jpg,"gel moussant bioderma actif sébium, ayuda a limpiar los poros, reducir las imperfecciones purificando y refinando la textura de la piel.",https://inkafarma.pe/producto/gel-moussant-actif-sebium-bioderma/036200,True,False,False,"['ácido glicólico .', 'ácido salicílico 1', '.', 'gluconato de zinc']","['ácido glicólico', 'gluconato de zinc', 'ácido salicílico']",P0119
crema facial de noche eucerin anti-pigment 50ml,s/ 169.90,"['crema regeneradora de noche para el cuidado facial', 'reduce las manchas y áreas de hiper-pigmentación', 'con ingrediente antimanchas patentado thiamidol', 'nsoc87495-18co']",isobutylamido thiazolyl resorcinol aqua glycerin isopropyl palmitate alcohol denat cetearyl isononanoate squalane panthenol glyceryl stearate citrate cetearyl alcohol hydrogenated coco-glycerides butyrospermum parkii butter methylpropanediol lauroyl lysine glycyrrhiza inflata root extract tocopherol glucosylrutin carbomer chondrus crispus extract sodium hydroxide isoquercitrin trisodium edta phenoxyethanol parfum,usar el producto de la siguiente manera:,almacenar en un lugar fresco.,eucerin,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/025182L.jpg,crema facial de noche eucerin anti-pigment reduce de manera efectiva la posibilidad de que aparezca pigmentación. luce una piel más brillante y uniforme.,https://inkafarma.pe/producto/crema-facial-noche-eucerin-anti-pigment/025182,False,True,False,['isobutylamido thiazolyl resorcinol aqua glycerin isopropyl palmitate alcohol denat cetearyl isononanoate squalane panthenol glyceryl stearate citrate cetearyl alcohol hydrogenated coco-glycerides butyrospermum parkii butter methylpropanediol lauroyl lysine glycyrrhiza inflata root extract tocopherol glucosylrutin carbomer chondrus crispus extract sodium hydroxide isoquercitrin trisodium edta phenoxyethanol parfum'],['tocoferol'],P0120
30 ampollas formula n10 martiderm color,s/ 387.10,"['hidratante.', 'antioxidante.', 'reafirmante.', 'proporciona luminosidad.', 'unifica el tono de piel.', 'nsoc54510-22pe']","3% proteoglicanos, 5% vitamina c-tech, bioshield, spectrum complex, pigmentos","agitar antes de usar para que los pigmentos se dispersen uniformemente y obtener un aspecto homogéneo. limpiar la piel y aplicar media ampolla por la mañana sobre cara, cuello y escote, con un suave masaje hasta su completa absorción.",uso tópico. no inyectable. no ingerible. mantener fuera del alcance de los niños. evitar contacto con ojos y mucosas,martiderm,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/072130L.jpg,"30 ampollas con color formula n10 martiderm color touch spf30. proporcionan un tono uniforme a la piel, mientras la protegen del sol.",https://inkafarma.pe/producto/30-ampolla-formula-n10-martiderm-color-touch-spf30/072130,False,True,False,"['proteoglicanos', 'vitamina c-tech', 'bioshield', 'spectrum complex', 'pigmentos']","['pigmentos', 'proteoglicanos', 'bioshield', 'spectrum complex', 'vitamina c']",P0121
gel micro-exfoliante effaclar la roche-posay 200ml,s/ 87.90,"['microexfoliante.', 'limpia profundamente las impurezas elimina el exceso de sebo y desobstruye los poros.', 'nsoc97484-19co']","lha , ácido salicílico: realiza una microexfolicación profunda para eliminar el exceso de sebo, piel muerta, zinc: reduce la secreción de sebo, purifica de esta manera la piel, agua termal de la roche-posay: genera efecto calmante, anti irritante","haz espuma en las manos con un poco de agua y aplica en el rostro, masajeando suavemente. aclarar perfectamente.",mantener fuera del alcance de los niños.,la roche-posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/030189L.jpg,gel micro-exfoliante effaclar la roche-posay ayuda con la limpieza de poros. concede una micro-exfoliación para eliminar las células muertas y el sebo.,https://inkafarma.pe/producto/gel-micro-exfoliante-effaclar-200ml/030189,True,False,False,"['lha', 'ácido salicílico', 'piel muerta', 'zinc', 'purifica de esta manera la piel', 'agua termal de la roche-posay', 'anti irritante']","['lipohidroxiácido', 'agua', 'zinc', 'ácido salicílico']",P0122
10 ampollas anti-aging martiderm night renew,s/ 160.50,"['hidratante.', 'estructurante.', 'reafirmante.', 'nsoc58038-23pe']","10% alfa-hidroxiácidos, 5% colágeno marino, 0,5 % ácido hialurónico","aplicar ½ ampolla todas las noches en cara, cuello y escote mediante un ligero masaje hasta su absorción, sobre la piel limpia y seca, como primer paso del cuidado antiedad nocturno. se recomienda su uso las 365 noches del año.","una vez abierta la ampolla, no se aconseja su aplicación durante más de 2 días. evitar el contacto con los ojos y mucosas. es normal un ligero escozor en las primeras aplicaciones en pieles sensibles. en caso de irritación continuada, deben suspenderse las aplicaciones y consultar con el dermatólogo. uso tópico. no inyectable.",martiderm,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/072131L.jpg,"10 ampollas anti-aging martiderm night renew. regenera la piel y reduce los signos del envejecimiento, mejorando la textura y luminosidad.",https://inkafarma.pe/producto/10-ampollas-anti-aging-martiderm-night-renew/072131,False,True,False,"['alfa-hidroxiácidos', 'colágeno marino', '0', 'ácido hialurónico']","['alfa-hidroxiácidos', 'ácido hialurónico', 'colágeno marino']",P0123
gel creme bioderma atoderm intensive 500ml,s/ 163.90,"['nutrición de la piel', 'antipicor y ultra fresca', 'pieles muy secas y/o atópicas', 'nsoc48034-21pe']","water (aqua), glycerin, niacinamide, sodium polyacrylate, dipotassium glycyrrhizate, hydrogenated polydecene, pentylene glycol, 1,2-hexanediol, caprylyl glycol, mannitol, polysorbate 20, xylitol, rhamnose, sodium citrate, polyquaternium-51, fructooligosaccharides, caprylic/capric triglyceride, laminaria ochroleuca extract (bi 479),",usar el producto de la siguiente manera:,"exceptuar uso en prematuros. si la sequedad de la piel persiste, consultar a un profesional de la salud.",bioderma,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/034407L.jpg,gel creme bioderma atoderm intensive te brinda tratamiento y cuidado nutritivo para tu piel. ideal para pieles muy secas y/o atópicas.,https://inkafarma.pe/producto/gel-creme-bioderma-atoderm-intensive-500-ml/034407,False,False,False,"['water (aqua)', 'glycerin', 'niacinamide', 'sodium polyacrylate', 'dipotassium glycyrrhizate', 'hydrogenated polydecene', 'pentylene glycol', '1', '2-hexanediol', 'caprylyl glycol', 'mannitol', 'polysorbate 20', 'xylitol', 'rhamnose', 'sodium citrate', 'polyquaternium-51', 'fructooligosaccharides', 'caprylic/capric triglyceride', 'laminaria ochroleuca extract (bi 479)', '']","['polideceno hidrogenado', '2-hexanodiol', 'xilitol', 'fructooligosacáridos', 'extracto de laminaria ochroleuca', 'ramnosa', 'pentilenglicol', 'capriloil glicol', 'poliacrilato de sodio', 'glicirrizato de dipotasio', 'glicerina', 'niacinamida', 'manitol', 'agua', 'polisorbato 20', 'triglicérido caprílico/cáprico', 'poliquaternium-51', 'citrato de sodio']",P0124
crema corporal eucerin anti-pigment,s/ 135.90,"['crema corporal anti-manchas', 'con thiamidol', 'reduce las manchas de hiperpigmentación', 'exfolia suavemente', 'nsoc24466-23co']","isobutylamido thiazolyl resorcinol, aqua, glycerin, alcohol denat, cetearyl alcohol, diisopropyl adipate, panthenol or dexpanthenol, caprylic/capric triglyceride, glyceryl stearate citrate, behenyl alcohol, cetyl palmitate, butyrospermum parkii butter, cocoglycerides, distarch phosphate, sodium hyaluronate, lactic acid, hydroxypropyl starch phosphate, triisostearin, citric acid, tapioca starch, xanthan gum, pantolactone, trisodium edta, ethylhexylglycerin, caprylyl glycol, phenoxyethanol, parfum","aplicar una capa fina sobre las zonas de la piel del cuerpo afectadas y masajear suavemente la piel. para obtener mejores resultados, aplique diariamente por la mañana y por la noche, hasta un máximo de 2 aplicaciones por día.","uso externo. mantener fuera del alcance de los niños. si observa alguna reacción desfavorable, suspenda su uso; si persiste consulte a su médico. mantener fuera del alcance de los niños.",eucerin,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/071957L.jpg,crema corporal eucerin anti-pigment para áreas específicas ayuda a reducir la apariencia de manchas oscuras en áreas específicas del cuerpo.,https://inkafarma.pe/producto/crema-corporal-eucerin-anti-pigment-especificas/071957,False,True,False,"['isobutylamido thiazolyl resorcinol', 'aqua', 'glycerin', 'alcohol denat', 'cetearyl alcohol', 'diisopropyl adipate', 'panthenol or dexpanthenol', 'caprylic/capric triglyceride', 'glyceryl stearate citrate', 'behenyl alcohol', 'cetyl palmitate', 'butyrospermum parkii butter', 'cocoglycerides', 'distarch phosphate', 'sodium hyaluronate', 'lactic acid', 'hydroxypropyl starch phosphate', 'triisostearin', 'citric acid', 'tapioca starch', 'xanthan gum', 'pantolactone', 'trisodium edta', 'ethylhexylglycerin', 'caprylyl glycol', 'phenoxyethanol', 'parfum']","['pantenol', 'hialuronato de sodio', 'capriloil glicol', 'pantolactona', 'edta trisódico', 'alcohol denaturado', 'alcohol ceteárico', 'fenoxietanol', 'triglicérido caprílico/cáprico', 'cocoglicéridos', 'almidón de tapioca', 'ácido cítrico', 'ácido láctico', 'palmitato de cetilo', 'resorcinol amido tiazólico isobutilo', 'fosfato de distarch', 'triisostearina', 'alcohol behenílico', 'adipato de diisopropilo', 'goma xantana', 'manteca de karité', 'fosfato de almidón hidroxipropílico', 'glicerina', 'agua', 'citrato de estearato de glicerilo', 'fragancia']",P0125
la roche posay effaclar mat hidratante matificante 40ml | inka farma,s/ 119.90,"['reduce el tamaño de los poros en pieles grasas con tendencia a las imperfecciones.', 'acción seboreguladora.', 'efecto matificante.', 'nsoc42760-11co']","sébulyse: realiza una acción seboreguladora, perlita: absorbe la humedad, el sebo de la superficie de la piel",aplicar mañana y/o noche en todo el rostro.,mantener fuera del alcance de los niños.,la roche-posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/006036L.jpg,hidrata tu piel gracias a la línea effaclar de la roche posay. especialmente para pieles grasas effaclar mat hidrata tu piel con efecto matificante.,https://inkafarma.pe/producto/effaclar-mat-hidratante-matificante-40ml-la-roche-/006036,False,True,False,"['sébulyse', 'perlita', 'el sebo de la superficie de la piel']",['perlita'],P0126
serum pure vitamin c12 la roche-posay oil control - inkafarma,s/ 214.90,"['al instante la piel luce más hidratada y luminosa.', 'se reducen las arrugas y las líneas de expresión y la piel se muestra más suave.', 'textura ligera y de rápida absorción.', 'nsoc31385-24co']","2039132 44-ingredients: aqua/water/eau , ascorbic acid , pentylene glycol , glycerin , potassium hydroxide , sodium hyaluronate , adenosine , hydroxyacetophenone , caprylyl glycol , citric acid , laureth-23 , trisodium ethylenediamine disuccinate, polyquaternium-67 , salicylicacid , parfum/ fragrance.(code fll .: n70038666/1)",aplicar por la mañana en rostro y cuello.,evitar el contorno de los ojos. la vitamina c pura puede reaccionar al contacto con el aire y tornarse de un color amarillo. esto no afecta a su tolerancia o eficacia.,la roche-posay,,,https://inkafarma.pe/producto/serum-pure-vitamin12-laroche-posay-oil-control/074650,True,True,False,"['2039132 44-ingredients', 'ascorbic acid', 'pentylene glycol', 'glycerin', 'potassium hydroxide', 'sodium hyaluronate', 'adenosine', 'hydroxyacetophenone', 'caprylyl glycol', 'citric acid', 'laureth-23', 'trisodium ethylenediamine disuccinate', 'polyquaternium-67', 'salicylicacid', 'parfum/ fragrance.(code fll .']","['poliquaternium-67', 'hialuronato de sodio', 'pentilenglicol', 'laureth-23', 'capriloil glicol', 'ácido cítrico', 'ácido salicílico', 'disuccinato de etilendiamina trisódico', 'ácido ascórbico', 'glicerina', 'adenosina', 'hidróxido de potasio', 'fragancia', 'hidroxiacetofenona']",P0127
