title,price,info,composition,usage,precautions,brand,image,description,url
Serum Eucerin Hyaluron Filler Elasticity 3D 30ml,S/ 214.90,"['Con thiamidol patentado, ácido hialurónico y arctiina', 'Ataca el origen de la hiperpigmentación y reduce las manchas', 'NSOC01135-20CO']",,Usar de la siguiente manera:,"Producto de uso externo. Si observa alguna reacción desfavorable, suspenda su uso; si persiste, consulte a su médico. Evite el contacto directo con los ojos. Mantener fuera del alcance de los niños y almacenado en un lugar seco y alejado de la luz. La eficacia del producto depende del uso de acuerdo a las condiciones indicadas en el rótulo.",EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/034748L.jpg,Serum Eucerin Hyaluron Filler Elasticity 3D para pieles maduras que trata eficazmente las 3 dimensiones del envejecimiento de la piel.,https://inkafarma.pe/producto/serum-eucerin-hyaluron-filler-elasticity-3d-30ml/034748
30 Ampollas Piel Seca Martiderm Proteos Hydra Plus,S/ 377.80,"['Hidratante y reafirmante.', 'Antioxidante.', 'NSOC56803-22PE']","3% Proteoglicanos, 5% Vitamina C Pura, 1% Vitamina F","Aplicar diariamente ½ ampolla en cara, cuello y escote mediante un ligero masaje hasta su absorción, sobre la piel limpia y seca, como primer paso del cuidado antiedad.","Una vez abierta la ampolla, no se aconseja su aplicación durante más de 2 días. El contenido en ácido ascórbico de la ampolla puede colorear las yemas de los dedos e incluso la ropa de contacto. Para evitarlo, deben lavarse bien las manos después de cada aplicación.",MARTIDERM,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/072136L.jpg,30 Ampollas Piel Seca Martiderm Proteos Hydra Plus. Proporcionan una hidratación profunda y duradera. De venta en Inkafarma.,https://inkafarma.pe/producto/30-ampollas-piel-seca-martiderm-proteos-hydra-plus/072136
Protector Solar L'Oréal Anti Edad UV Fluid Inkafarma,S/ 92.90,"['Ultra ligero con Tecnología Netlock.', 'FPS 50+ y ácido hialurónico puro.', 'Previene líneas de expresión, arrugas y manchas.', 'NSOC49458-21PE']",SPF 50 + Ácido Hialurónico,Usar el producto de la siguiente manera:,En caso de notar alguna reacción desfavorable al usar el producto suspenda su uso y consulte a su médico. Prueba de alergia imprescindible 48 horas antes de aplicación,LOREAL PARIS,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/036731L.jpg,Protector Solar Facial L'Oréal Paris Skin Care UV Fluid FPS50+ cuida tu piel de la exposición diaria de los rayos UVB-UVA.,https://inkafarma.pe/producto/protector-solar-facial-loreal-paris-skin-care-uv/036731
Desodorante Roll-on para Mujer Dryses 75ml,S/ 84.60,"['Antitranspirante, desodorante.', 'NSOC31992-17PE']",,,Evitar el uso en piel irritada y/o herida abierta.,SESDERMA,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/010537L.jpg,"Desodorante Antitranspirante Roll-on para Mujer Dryses, controla el olor e inhibe las enzimas responsables de la degradación del sudor.",https://inkafarma.pe/producto/desodorante-antitranspirante-roll-on-para-mujer-dr/010537
Crema para Piel Sensible Bioderma Sensibio AR 40ml,S/ 116.90,"['Cuidado de la piel', 'Registro Sanitario: E-27788-C-PE']",,,Evitar el contacto directo con los ojos.,BIODERMA,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/420577L.jpg,Crema para Piel Sensible Bioderma Sensibio AR reduce y previene de manera biológica el enrojecimiento. Para pieles sensibles con tendencia a rosácea.,https://inkafarma.pe/producto/crema-para-piel-sensible-sensibio-ar-bioderma/420577
Cetaphil Loción de Limpieza Piel Sensible,S/ 107.70,"['Fórmula cremosa, ahora con glicerina, vitamina b3 y pro-vitamina B5, probado clínicamente para remover suavemente la suciedad maquillaje e impurezas, mientras conserva la barrera de hidratación natural de la piel. Hidrata mientras limpia, suaviza y recupera la humedad de la piel.\xa0Recomendado por dermatólogos para piel sensible.', 'Loción de limpieza para el cuidado de la piel', 'Hipoalergénico', 'Sin fragancia', 'Frasco de 473 ml', 'Registro Sanitario: NSC1996CO3045']",,Usar el producto de la siguiente manera:,Almacenar en un lugar fresco.,CETAPHIL,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/425309L.jpg,"Loción limpiadora Cetaphil para pieles sensibles, brinda limpieza profunda y efectiva sin resecar la piel. De venta en Inkafarma",https://inkafarma.pe/producto/locion-de-limpieza-cetaphil-piel-sensible-473ml/425309
Crema Anti-Redness Uriage Roséliane 40ml,S/ 99.90,"['Disimula las rojeces y las uniformiza.', 'Ilumina la tez y la protege de los rayos UV.']","Agua termal, complejo SK5R, complejo TLR2-REGUL Asociación de plantas, perlas verdes, glicerina, manteca de karité",,Cualquier reacción adversa acudir a su médico especialista,URIAGE,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/029475L.jpg,"Crema Anti-Redness Uriage Roséliane disimula las rojeces, uniformiza e ilumina la tez y la protege de los rayos UV gracias a su SPF 30.",https://inkafarma.pe/producto/crema-anti-redness-uriage-roseliane-40-ml/029475
Bioderma Hidratante Hydrabio Sérum Piel Seca 40ml,S/ 135.90,"['Protectores dérmicos hidratantes', 'NSOC25759-16PE']",,,Evitar el contacto directo con los ojos.,BIODERMA,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/010564L.jpg,"Hidrata la piel seca y extremadamente seca gracias al sérum hidratante Hydrabio de Bioderma, con efecto inmediato y duradero que alisa la piel y devuelve el resplandor",https://inkafarma.pe/producto/suero-hidratante-hydrabio-serum-bioderma/010564
Pack Dúo Oil Control La Roche Posay: Serum Antioxidante Pure Vitamin C12 + Protector Solar Anthelios Oil Control Fluido UVMune 400 - Inkafarma,S/ 336.80,"['Serum Pure Vitamin C12 La Roche-Posay Oil Control: Protector Solar La Roche Posay Anthelios UVMune 400 Oil Control Fluido Invisible FPS 50+:', 'Al instante la piel luce más hidratada y luminosa.', 'Se reducen las arrugas y las líneas de expresión y la piel se muestra más suave.', 'Textura ligera y de rápida absorción.', 'NSOC31385-24CO', 'Muy alta protección.', 'Resistente al agua, sudor y a la suciedad.', 'Acabado toque seco, efecto matificante.', 'Para pieles grasas y sensibles.', 'Textura fluida.', 'NSOC58557-23PE']",Serum Pure Vitamin C12 La Roche-Posay Oil Control: 2039132 44-INGREDIENTS: AQUA/WATER/EAU . ASCORBIC ACID . PENTYLENE GLYCOL . GLYCERIN . POTASSIUM HYDROXIDE . SODIUM HYALURONATE . ADENOSINE . HYDROXYACETOPHENONE . CAPRYLYL GLYCOL . CITRIC ACID . LAURETH-23 . TRISODIUM ETHYLENEDIAMINE DISUCCINATE. POLYQUATERNIUM-67 . SALICYLICACID . PARFUM/ FRAGRANCE.(CODE FLL .: N70038666/1).,Serum Pure Vitamin C12 La Roche-Posay Oil Control: Aplicar por la mañana en rostro y cuello.,Serum Pure Vitamin C12 La Roche-Posay Oil Control: Evitar el contorno de los ojos. La vitamina C pura puede reaccionar al contacto con el aire y tornarse de un color amarillo. Esto no afecta a su tolerancia o eficacia.,LA ROCHE-POSAY,,,https://inkafarma.pe/producto/pack-duo-oil-control-la-roche-posay/PACKDB499
Agua Termal Calmante Suavizante La Roche Posay 150ml,S/ 74.90,"['Calma y protege la piel.', 'Con propieddes antioxidantes.', 'Rica en sales minerales y oligoelementos.', 'E-34469-C-PE']","Combinación única de minerales y oligoelementos, como el Selenio, hacen que el Agua Termal de La Roche Posay sea reconocida por sus propiedades calmantes y suavizantes, cientificamente comprobadas.",Usar después del paso de limpieza sobre la piel limpia o después durante el día. Puede rociarse sobre maquillaje.,"Recipiente bajo presión de nitrógeno, gas inerte ecológico: puede reventar si se calienta. Mantener alejado de fuentes de calor, chispas, llama abierta o superficies calientes. No fumar. No pulverizar sobre una llama u otra fuente de ignición ni cerca de los ojos. No perforar ni quemar, incluso después de usado. Proteger de la luz del sol. No exponer a temperaturas superiores a 50°C/122°F. Mantener fuera del alcance de los niños No utilizar para un uso distinto para el cual el producto está destinado.",LA ROCHE-POSAY,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/426068L.jpg,Agua Termal Calmante y Suavizante La Roche Posay. Calma la piel sensible e irritada por factores externos y ayuda a prevenir el envejecimiento cutáneo.,https://inkafarma.pe/producto/agua-termal-calmante-y-suavizante-150ml-la-roche-p/426068
Fotoprotector Isdin UV Mineral Brush FPS50,S/ 99.90,"['Efecto antipolución.', 'Protección contra luz azul.', 'Filtros 100% minerales.', 'NSOC03034-20CO']","Mica, Titanium Dioxide, Zinc Oxide, Dimethicone/Vinyl Dimethicone Crosspolymer, Polymethylsilsesquioxane, Silica, Calcium Silicate, Triethoxycaprylylsilane, Lauroyl Lysine, Stearic Acid, 1,2-Hexanediol, Caprylyl Glycol, Benzylidene Dimethoxydime-thylindanone [+/- May contain: CI 77492 (Iron Oxides), CI 77491 (Iron Oxides), CI 77499 (Iron Oxides)]",Usar el producto de la siguiente manera:,"Evitar la exposición prolongada de los niños al sol. Mantener los bebés y niños pequeños fuera de la luz solar directa. No usar en menores 
de seis (6) meses. Para su uso en niños menores de 6 meses, consulte a su médico. En niños menores de 6 meses de edad no se recomienda la exposición al sol. Mantener el producto fuera del alcance de los niños. Evitar el contacto con ojos y mucosas, puede causar irritación. En caso de contacto con los ojos, lavarlos con abundante agua. Evitar respirar el polvo. No permanezca mucho tiempo expuesto al sol, aunque emplee un producto de protección solar. La exposición excesiva al sol es un riesgo importante para la salud. Suspender su uso en caso de que se presenten signos de irritación o salpullido. Este producto no ofrece ninguna protección contra la insolación. Este producto ayuda a prevenir quemaduras solares. No mojar la brocha, ya que el polvo podría mojarse.",ISDIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/036346L.jpg,Fotoprotector Isdin UV Mineral Brush FPS 50 protege contra el sol. Con activos antipolución que protegen y cuidan la piel frente a los contaminantes.,https://inkafarma.pe/producto/fotoprotector-isdin-uv-mineral-brush-spf50-frasco/036346
Gel Limpiador Eucerin DermatoClean Hyaluron 200ml,S/ 82.90,"['Cuidado personal.', 'NSOC41041-11CO']",,,Evitar el contacto directo con los ojos.,EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/003417L.jpg,Gel Limpiador Facial Eucerin DermatoClean Hyaluron  limpia e hidrata la piel mientras ayuda a mantener el equilibrio natural de humedad.,https://inkafarma.pe/producto/gel-facial-limpiador-refrescante-eucerin-dermatocl/003417
Eucerin Fotoprotector Oil Control FPS50 50ml,S/ 131.90,"['Cubre inmediatamente las impurezas e imperfecciones de la piel.', 'Textura ultraligera, no grasa y no pegajosa.', 'No comedogénico.', 'NSOC49296-21PE']",,,,EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/035563L.jpg,Bloqueador solar facial Eucerin Oil Control ofrece una alta protección para pieles grasas con imperfecciones. Obtén un efecto antibrillo y mate por largos periodos de tiempo,https://inkafarma.pe/producto/protector-solar-facial-eucerin-oil-control-medio/035563
Sérum Dual Eucerin Antimanchas + Mist Spray + 2 Minis,S/ 119.90,"['Serum de doble acción con Thiamidol y ácido hialurónico', 'Reduce las manchas de hiperpigmentación y previene su reaparición', 'Reduce las arrugas', 'Resultados visibles a partir de 2 semanas', 'NSOC86957-18CO']",,,,EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/072710L.jpg,Pack Sérum Dual Eucerin Antimanchas + Mist Spray + 2 Minis. Serum de doble acción con Thiamidol y ácido hialurónico. Ayuda a reducir las manchas en la piel.,https://inkafarma.pe/producto/pack-serum-dual-eucerin-antimanchas-mist-spray-2-minis/072710
Eucerin Serum Antimanchas Dermopure Triple Effect 40ml,S/ 129.90,"['Anti-manchas.', 'Anti-imperfecciones.', 'Anti-brillo.', 'NSOC07495-21CO']","Aqua, Alcohol Denat, Glycerin, Tapioca Starch, Carbomer, Salicylic Acid, Isobutylamido Thiazolyl Resorcinol, Decylene Glycol, Glycyrrhiza Inflata Root Extract, Panthenol, Glucosylrutin, Isoquercitrin, Ammonium-Acryloyldimethyltaurate-VP-Copolymer, Pantolactone, Sodium Hydroxide, Trisodium EDTA, Citric Acid, Parfum",Usar el producto de la siguiente manera:,Uso externo:,EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/037509L.jpg,"Serum Antimanchas Dermopure Triple Effect Eucerin, con efecto triple: anti-mancas, anti-imperfecciones y anti-brillo. Textura ligera y no comedogénica.",https://inkafarma.pe/producto/serum-antimanchas-eucerin-dermopure-triple-effect/037509
La Roche Posay Lipkar Gel Limpiador Piel Sensible 400ml,S/ 87.90,"['Limpia y nutre la piel directamente desde la ducha.', 'Apto para cara y cuerpo.', 'Adecuado para el cuerpo cabelludo del bebé y áreas íntimas.', 'Contiene un Ph neutro para la piel.', 'NSOC22649-15PE']","Manteca de Karité: Un ingrediente clave en todas las fórmulas de LIPIKAR, la manteca de karité es reconocida por su capacidad para restaurar la película hidrolipídica de la piel con lípidos similares a los de la piel. Niacinamida: Un activo que ayuda a calmar la picazón y restaura la barrera lipídica de la piel.",Humedecer la piel y aplicar con masajes circulares hasta hacer espuma. Enjuagar con abundante agua.,Mantener fuera del alcance de los niños.,LA ROCHE-POSAY,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/009454L.jpg,"Las pieles secas y sensibles sufren de picores e irritación, el gel limpiador lipkar de La Roche Posay ayuda a limpiar la piel con su fórmula libre de perfume, jabón o parabenos.",https://inkafarma.pe/producto/lipikar-gel-lavant-limpiador-piel-sens-400ml-la-ro/009454
Protector Solar Bioderma Photoderm Lait Ultra FPS50,S/ 145.90,"['Muy alta protección para pieles sensibles.', 'Apto para bebes y niños.', 'No perfumado.', 'NSOC54537-22PE']","AGUA, DIBUTYL ADIPATE, DICAPRYLYL CARBONATE, C12-15 ALKYL BENZOATE,DIETHYLHEXYL BUTAMIDO TRIAZONE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE,PROPANEDIOL, BUTYL METHOXYDIBENZOYLMETHANE, ETHYLHEXYL TRIAZONE, POLYGLYCERYL-6STEARATE, GLYCERIN, BRASSICA CAMPESTRIS/ALEURITES FORDII OIL COPOLYMER, C20-22 ALKYLPHOSPHATE, 1,2-HEXANEDIOL, C20-22 ALCOHOLS, MICROCRYSTALLINE CELLULOSE, POLYGLYCERYL-6BEHENATE, SODIUM CITRATE, XANTHAN GUM, CELLULOSE GUM, CAPRYLYL GLYCOL, ECTOIN, MANNITOL,XYLITOL, O-CYMEN-5-OL, SODIUM HYDROXIDE, RHAMNOSE, CITRIC ACID, TOCOPHEROL, DIISOPROPYLSEBACATE, FRUCTOOLIGOSACCHARIDES, PROPYLHEPTYL CAPRYLATE, CAPRYLIC/CAPRIC TRIGLYCERIDE,LAMINARIA OCHROLEUCA EXTRACT.","Aplicar generosamente en cuerpo, rostro y cuello antes de la exposición al sol y repetir la aplicación cada 2 horas y después de transpirar, nadar y secarse.","Adultos, niños, embarazadas y bebes a partir de 12 meses. Aplicar sobre una piel sana. El exceso de exposición al sol es perjudicial para la salud, incluso con protección solar.",BIODERMA,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/065310L.jpg,Protector Solar Bioderma Photoderm Lait Ultra Invisible SPF 50+ ofrece una protección optimizada muy alta frente a los rayos UVA/UVB.,https://inkafarma.pe/producto/protector-solar-bioderma-photoderm-lait-ultra-spf/065310
Bloqueador Solar Uriage Bariésun SPF 50+ Ultra Fluido - Inkafarma,S/ 79.90,"['Alta protección solar', 'Previene el daño celular y el fotoenvejecimiento', 'Previene la sequedad de la piel', 'NSOC30995-17PE']",Complejo de filtros de la luz azul UVA-UVB - Patante Bariesun - Patente telomeres protect - Agua termal de Uriage - Vitamina E - Aquaspongines Sin perfume - Acabado invisible - No pegajoso - No comedogénico -Probado bajo control dermatológico,"Aplicar una cantidad suficiente de producto antes de la exposición al sol. Vuelva a aplicarlo con frecuencia, especialmente después de transpirar, nadar o secarse con una toalla.","No exponga a los bebés y niños pequeños directamente al sol. Agitar bien antes de usar. Aunque esté bien protegido, reduzca la exposición al máximo.",URIAGE,,,https://inkafarma.pe/producto/bloqueador-uriage-bariesun-ultra-fluido-30-ml/029346
Spray Anthelios Invisible SPF 50 200 ML,S/ 144.90,"['Muy alta protección.', 'Acabado no graso, no marcas blancas.', 'Muy resistente al agua, sudor, y a la arena.', 'NSOC97954-19CO']","Sistema de filtros mexoplex, agua termal LRP, glicerina.","Aplique abundantemente el producto justo antes de exponerse al sol. Distribuir uniformemente en todo el rostro, cuello y escote. Aplicar 30 minutos antes de la exposición solar y re aplicar cada dos horas para mantener la alta protección. Renueve frecuente y generosamente la aplicación para mantener la protección, sobre todo después de nadar, sudar o secarse con una toalla.","Advertencias y Precauciones: La sobreexposición al sol es un peligro para la salud. No permanezca demasiado tiempo al sol, incluso si usted utiliza un producto de protección solar, ya que no lo protege al 100% ni contra la insolación. Niños y bebés: no se recomienda la exposición directamente al sol. Para menores de 6 meses, consultar al médico.",LA ROCHE-POSAY,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/033345L.jpg,"Spray Anthelios Invisible SPF 50 200 ML. Muy alta protección en una textura invisible. Con una fórmula no grasa, no pegajosa.",https://inkafarma.pe/producto/spray-anthelios-invisible-spf-50-200ml/033345
Crema Avène Hydrance Aqua Gel 50ml,S/ 164.40,"['Cuidado de la piel', 'Textura aqua-gel muy fresca', 'Ideal para pieles deshidratadas', 'NSOC98291-20CO']",,Usar el producto de la siguiente manera:,"Uso en pieles jovenes , adultas y maduras. En caso de alguna reacción alergica, consulte con su médico.",AVÈNE,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/034405L.jpg,"Crema Avène Hydrance Aqua Gel ideal para hidratar, calmar y detoxificar la piel gracias al complejo Cohederm que proporciona una hidratación intensa.",https://inkafarma.pe/producto/crema-avene-hydrance-aqua-gel-50-ml/034405
Gel Limpiador Espumoso Facefact Ceramide,S/ 54.90,"['Adecuado para pieles normales a grasas.', 'Ácido Hialurónico: Humectante que ayuda a conservar y retener la humedad natural de la piel.', '5 Ceramides: Restaura e hidrata la barrera natural de la piel, ayudando a suavizar y calmar.', 'NSOC63092-24PE']","Aqua, Sodium Lauryl Sulfate, Sodium Chloride, Cocamide DEA, Glycerin, Cocamidopropyl Betaine, Sodium Hyaluronate, Tocopherol, Ceramide AP, Ceramide AS, Ceramide NP, Ceramide EOP, Ceramide NS, Niacinamide, Phenoxyethanol, Tetrasodium EDTA, Caprylyl Glycol, Chlorphenesin, Citric Acid.",Aplique sobre la piel húmeda y masajee suavemente antes de enjuagar con agua tibia.,"Evitar el contacto con los ojos. Si el producto entra en los ojos, aclarar con agua. NSOC63092-24PE",FACEFACTS,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/072467L.jpg,Gel Limpiador Espumoso Facefact Ceramide. Ayuda a restaurar la barrera cutánea y protegerla gracias a su fórmula con 5 ceramidas.,https://inkafarma.pe/producto/gel-limpiador-espumoso-facefact-ceramide/072467
Sérum Antiedad Vichy Collagen Specialist 16 Liftactiv - Inkafarma,S/ 199.90,"['Sérum que estimula los colágenos', 'Sérum que corrige 16 signos de la edad', 'Ayuda la reducción de arrugas y estimula la firmeza de la piel']",AQUA / WATER / EAU,"Por la mañana y por la noche sobre el rostro limpio y seco. Aplicar unas gotas del sérum sobre el rostro evitando los párpados. A continuación, aplicar una crema hidratante.",Manténgase fuera del alcance de los niños.,VICHY,,,https://inkafarma.pe/producto/serum-vichy-collagen-specialist-16-liftactiv/077783
Gel De Baño Isdin Emoliente Nutratopic 400ml,S/ 114.90,"['Cuidado de la piel.', 'NSOC24505-15PE']",,,Evitar el contacto directo con los ojos.,ISDIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/010289L.jpg,Gel De Baño Isdin Emoliente Nutratopic Pro-AMP limpia suavemente la piel reactiva y/o muy seca. Alivia los signos provocados por la deshidratación.,https://inkafarma.pe/producto/gel-de-bano-emoliente-nutratopic-pro-amp-isdin/010289
Crema Bioderma Sébium Mat Control 30ml,S/ 97.90,"['Cuidado facial', 'NSOC34667-18PE']",,,Mantener fuera del alcance de los niños.,BIODERMA,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/024000L.jpg,"Crema Bioderma Sébium Mat Control. Ayuda a Hidratar, matificar y suavizar, Elimina los brillos, Reduce el tamaño del poro y elimina las imperfecciones.",https://inkafarma.pe/producto/sebium-mat-control-bioderma/024000
Bioderma Sensibio Solución Micelar 500ml,S/ 120.90,"['Cuidado de la piel', 'NSOC03231-10P']",,,Evitar el contacto directo con los ojos.,BIODERMA,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/009453L.jpg,"Agua micelar Sensibio de Bioderma, limpia y retira las impurezas del rostro dada su formula a base de micelas. Encuéntralo en Inkafarma",https://inkafarma.pe/producto/solucion-micelar-sensibio-h2o-bioderma/009453
Sensibio Defensive Serum Bioderma,S/ 183.90,"['Reduce un 84% de las arrugas y las líneas de expresión', 'Restaura la luminosidad de la piel', 'Hidrata durante 24 horas']",,,,BIODERMA,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067221L.jpg,"Bioderma Sensibio Defensive Serum, es un serum para piel sensible calmante e hidratante. Ayuda a frenar el envejecimiento prematuro.",https://inkafarma.pe/producto/serum-sensibio-defens/067221
Sérum B3 Vichy Liftactiv Antimanchas y Arrugas,S/ 204.50,"['Combate la formacion de manchas y exfolia las ya existentes.', 'Unifica el tono de la piel y hace que se vea radiante.', 'Reduce las arrugas.', 'NSOC09458-21CO']","13% activos dermocosméticos antimanchas (5% Niacinamida, 8% Ácido glicólico y ácidos exfoliantes),  Vitamina CG y Péptidos pro colágeno","Aplicar varias gotas sobre el rostro limpio y seco, por la mañana y por la noche.","Evitar el contacto con los ojos y labios. Enjuague inmediatamente y a fondo con agua. No utilice sobre piel irritada o dañada, si se produce irritacion deje de utilizarlo.",VICHY,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067313L.jpg,"Sérum B3 Vichy Liftactiv Antimanchas y Arrugas, unifica el tono de la piel y hace que se vea radiante. Reduce las arrugas.",https://inkafarma.pe/producto/serum-b3-vichy-liftactiv-antimanchas-y-arrugas/067313
Aceite de Ducha Eucerin Atopi Control 400ml,S/ 119.90,"['Cuidado Intensivo para tu piel', 'Antipicazón, antibacteriale y regenerador', 'NSOC03218-20CO']",,,Uso externo. Mantener fuera del alcance de los niños. Si observa alguna reacción desfavorable suspenda su uso. En caso que persista consulte con su médico. Evite el contacto con los ojos . Producto cosmético sin acción terapéutica. No almacenar a más de 25°C.,EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/033968L.jpg,"Aceite de Ducha Eucerin Atopi Control brinda cuidado Intensivo con ingredientes antipicazón, antibacteriales y regeneradores. Pieles atópicas.",https://inkafarma.pe/producto/aceite-ducha-eucerin-atopi-control-400-ml/033968
Shampoo Estimulante Vichy Dercos Anticaída 200ml,S/ 90.50,"['Fortifica la fibra capilar.', 'Cabello más fuerte y menos quebradizo.', 'Reduce la caida de cabello provocada por quiebre de la fibra.', 'NSOC08850-21CO']","Aminexil, Vitamina B3 y B6, Provitamina B5 y Agua mineralizante de Vichy",Aplicar el shampoo sobre el cabello húmedo. Masajear suavemente con las llemas de los dedos y lavar.,"En caso de contacto con los ojos, aclarar inmeditamente con abundante agua. Mantener fuera del alacance de los niños.",VICHY,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067298L.jpg,"Shampoo Estimulante Vichy Dercos Anticaída con Aminexil, el aliado perfecto para aquellos que sufren de caída del cabello de mínima a moderada.",https://inkafarma.pe/producto/shampoo-estimulante-vichy-dercos-anticaida/067298
Shampoo Anticaída ISDIN Lambdapil 200ml,S/ 99.90,"['Shampoo anticaída', 'Previene y frenar la pérdida del cabello', 'Estimula el crecimiento capilar', 'NSOC29658-17PE']",Serenoa Repens y Complejo Multiactivo Trichogen,Usar el producto de la siguiente manera:,Uso externo. Evite el contacto con los ojos y mucosas. En caso de contacto con los ojos lavar con abundante agua. Mantener fuera del alcance de los niños. Probado dermatológicamente.,ISDIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/016796L.jpg,"Shampoo Anticaída ISDIN Lambdapil ayuda a prevenir la caída del cabello y a revitalizar el crecimiento capilar, con extracto de Serenoa repens.",https://inkafarma.pe/producto/shampoo-anticaida-isdin-lambdapil-200ml/016796
Protector Eucerin Photoaging Control FPS 50 50ml,S/ 143.90,"['Protección solar.', 'NSOC72298-16CO']",,,Mantener fuera del alcance de los niños.,EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/010873L.jpg,Protector Solar Facial Eucerin Photoaging Control Arrugas FPS 50+ protege del fotoenvejecimiento y reduce visiblemente las arrugas.,https://inkafarma.pe/producto/protector-solar-eucerin-sun-fluid-anti-edad-fps50/010873
Crema Corporal Eucerin Baby Piel Sensible,S/ 134.90,"['Cuidado piel del bebé.', 'NSOC72300-16CO']",,,Mantener fuera del alcance de los niños.,EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/010664L.jpg,"Dale a tu bebé el cuidado que merece con Eucerin Baby Crema Corporal. Hidrata, fortalece y protege la piel delicada y sensible de tu bebé.",https://inkafarma.pe/producto/crema-corporal-eucerin-baby-para-piel-sensible/010664
Fotoprotector Isdin Fusión Water Medium SPF50,S/ 124.90,"['Protector con color', 'Todo tipo de piel, incluso piel mixta y piel grasa.', 'Absorción inmediata.', 'No deja residuo.', 'No comedogénico y oil free.', 'Hipoalergénico: formulado para minimizar el riesgo de alergia.', 'Mediterranean Alga Extract y ácido hialurónico.', 'NSOC61096-23PE']","Extracto de Alga Mediterránea, Ácido hialurónico, Vitamina E","Aplica Fusion Water MAGIC Medium SPF 50 generosamente sobre la piel seca media hora antes de la exposición solar. Reaplica cada 2 horas y tras transpirar, nadar o secarse con la toalla. Al reducir la cantidad de producto se reduce el factor de protección.",Uso externo. Mantener el producto fuera del alcance de los niños. Evitar el contacto con ojos y mucosas.,ISDIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/073609L.jpg,"Fotoprotector Isdin Fusión Water Medium SPF50. Ofrece alta protección UV y un acabado natural, ideal para proteger e igualar el tono de tu rostro.",https://inkafarma.pe/producto/fotoprotector-isdin-fusion-water-medium-spf50/073609
Crema Facial de Día Eucerin Anti-Pigment 50ml,S/ 169.90,"['Con ingrediente antimanchas patentado Thiamidol.', 'Reduce las manchas y áreas de hiper-pigmentación.', 'Protección FPS 30 frente a los rayos solares UVA y UVB.', 'NSOC87293-18CO']",Isobutylamido Thiazolyl Resorcinol Acrylates-C10-30-Alkyl-Acrylate-Crosspolymer Alcohol Denat Aluminum Starch Octenylsuccinate Aqua BHT Butylene Glycol Dicaprylate-Dicaprate Butylphenyl Methylpropional Carbomer Cetearyl Behenate Cetyl Alcohol Dimethicone Ethylhexyl Methoxycinnamate Ethylhexyl Triazone Ethylhexylglycerin Ethylparaben Glycerin Glyceryl Stearate SE Isopropyl Palmitate Methylparaben Octadecenedioic Acid PEG-40 Castor Oil Phenoxyethanol Phenylbenzimidazole Sulfonic Acid Propylparaben Sodium Cetearyl Sulfate Sodium Hydroxide Tocopheryl Acetate Trisodium EDTA,Usar el producto de la siguiente manera:,Almacenar en un lugar fresco.,EUCERIN,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/025184L.jpg,Crema Facial de Día Eucerin Anti-Pigment reduce las manchas oscuras en la piel y evita su reaparición. Con filtro de protección solar FPS 30.,https://inkafarma.pe/producto/crema-facial-dia-eucerin-anti-pigment/025184
